source_index,target_index,neighbor_rank,distance,relationship_category,relationship_description,raw_anion_group,raw_cations,raw_extra_anions,raw_hydration,raw_structural_water,raw_structure,weighted_anion_group,weighted_cations,weighted_extra_anions,weighted_hydration,weighted_structural_water,weighted_structure
4836,244,6,0.03959999978542328,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,0.0,0.0,0.0
4836,1448,7,0.03959999978542328,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,0.0,0.0,0.0
4836,2540,8,0.03959999978542328,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,0.0,0.0,0.0
4836,1093,9,0.05482655018568039,multiple_substitutions,More than one compositional component differs materially.,0.0,0.12,0.0,0.10453097756108379,0.0,0.5,0.0,0.0396,0.0,0.005226548878054189,0.0,0.01
4836,3760,10,0.05482655018568039,multiple_substitutions,More than one compositional component differs materially.,0.0,0.12,0.0,0.10453097756108379,0.0,0.5,0.0,0.0396,0.0,0.005226548878054189,0.0,0.01
4837,4898,1,0.04169464111328125,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.08089285714285704,0.0,0.0,0.0,0.75,0.0,0.026694642857142827,0.0,0.0,0.0,0.015
4837,2832,2,0.06063750013709068,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.18374999999999997,0.0,0.0,0.0,0.0,0.0,0.06063749999999999,0.0,0.0,0.0,0.0
4837,4607,3,0.062437500804662704,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.14375,0.0,0.0,0.0,0.75,0.0,0.0474375,0.0,0.0,0.0,0.015
4837,4608,4,0.062437500804662704,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.14375,0.0,0.0,0.0,0.75,0.0,0.0474375,0.0,0.0,0.0,0.015
4837,4620,5,0.06743749976158142,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.14375,0.0,0.0,0.0,1.0,0.0,0.0474375,0.0,0.0,0.0,0.02
4837,278,6,0.07012499868869781,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.2125,0.0,0.0,0.0,0.0,0.0,0.070125,0.0,0.0,0.0,0.0
4837,275,7,0.07507500052452087,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.22749999999999998,0.0,0.0,0.0,0.0,0.0,0.075075,0.0,0.0,0.0,0.0
4837,276,8,0.07507500052452087,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.22749999999999998,0.0,0.0,0.0,0.0,0.0,0.075075,0.0,0.0,0.0,0.0
4837,5235,9,0.09736250340938568,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.24958333333333332,0.0,0.0,0.0,0.75,0.0,0.0823625,0.0,0.0,0.0,0.015
4837,1671,10,0.09780415147542953,coupled_substitution,Coordinated cation and residual-anion substitutions in one anion framework.,0.0,0.1559615384615384,0.21947368421052632,0.0,0.0,1.0,0.0,0.05146730769230767,0.02633684210526316,0.0,0.0,0.02
4838,6216,1,0.08431515842676163,compositional_subset,One parsed formula feature set is a strict subset of the other.,0.0,0.1583333333333333,0.0,0.3413030972429927,0.0,0.75,0.0,0.05224999999999999,0.0,0.017065154862149635,0.0,0.015
4838,4806,2,0.09350000321865082,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0935,0.0,0.0,0.0,0.0
4838,704,3,0.09350000321865082,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0935,0.0,0.0,0.0,0.0
